cluster,key word,response,processed response
0,found,More space for asking questions and for debate- something I have found happens more with the online form like zoom chat,space ask question debat someth found happen onlin form like zoom chat
0,sure,Not sure ,sure
0,questionsengag,"They got rid of participation marks for taking an active part classes when they went online, it meant that students tend not to answer questions/engage in discussions etc which doesn’t support learning ",got rid particip mark take activ part class went onlin meant student tend answer questionsengag discuss etc doesn’t support learn
0,convers,More conversations!,convers
0,tutori,More tutorials ,tutori
0,extend,I find courses that actively make you participate and extend your knowledge to additional situation really helps. ,find cours activ make particip extend knowledg addit situat realli help
0,8am,NO 8AMS ,8am
0,tone,Allow more tones available ,allow tone avail
0,within,Less design tasks to complete within one assignment ,less design task complet within one assign
0,click,"The lecturer works through questions live, not just ""click to reveal"" worked solutions on the slides then moving on Immediately",lectur work question live click reveal work solut slide move immedi
0,fun,More fun activities ,fun activ
0,morn,Early morning tutorials ,earli morn tutori
0,safeti,"I don’t know if we’ll be able to go back to large lecture halls, so for safety reasons I guess I’d approve that change? ",don’t know we’ll abl go back larg lectur hall safeti reason guess i’d approv chang
0,face,I haven’t had enough experience of face to face at uni to comment on that yet. However at high school I would say that teachers should get feedback from students to determine which concepts the students need to focus on more/ are struggling with and use that to structure their lessons,haven’t enough experi face face uni comment yet howev high school would say teacher get feedback student determin concept student need focu struggl use structur lesson
0,none,None ,none
0,pretti,Nothing they’re pretty good,noth they’r pretti good
0,pretti,Nothing. They’re pretty good,noth they’r pretti good
0,per,Less people per tutorial ,less peopl per tutori
0,feedback,More feedback on students work,feedback student work
0,shorter,Shorter readings,shorter read
0,chapter,For the lecturer to outline sections of textbook  chapters that are not relevant to the course.,lectur outlin section textbook chapter relev cours
0,submiss,Online submissions instead of printed hard copy ,onlin submiss instead print hard copi
0,revis,"Our tutorials tend to be very presentation orientated where there seems to be a revision of general content rather than a targeting of specific areas that students struggle with. I would make the tutorials more personalised to the class, where students have a say in the direction of what needs to be revised. ",tutori tend present orient seem revis gener content rather target specif area student struggl would make tutori personalis class student say direct need revis
0,rate,Slower delivery rate of content,slower deliveri rate content
0,activitiesbas,I would make it more activities-based than having to watch my tutor instruct all the time because I learn better through interacting with the material we’re learning.,would make activitiesbas watch tutor instruct time learn better interact materi we’r learn
0,wherea,"Sometimes the instruction feels like a waste of time and not engaging. Like, some things I could do online whereas discussion is great in person because people actually interact properly",sometim instruct feel like wast time engag like thing could onlin wherea discuss great person peopl actual interact properli
0,tute,"Maybe make the lectures more interactive rather than sit and listen. That's why i like tutes more! But even in tutes, i'm one of the only people to talk. I wish everyone would feel safe enough to contribute, because it's tiring when it's just the same 2-3 people contributing. ",mayb make lectur interact rather sit listen that like tute even tute im one peopl talk wish everyon would feel safe enough contribut tire 23 peopl contribut
0,approach,"I felt like the learning approach was quite outdated. I attend one of the top universities in Australia and I was surprised by the structure of the course in relation to the teaching approach. It was a lot of just lecturers/tutors talking with students listening. It was hard to keep engaged when sleep deprived. Even tutorials which I expected to be more engaging where similar to lectures, a lot of the activities were to be done at home. ",felt like learn approach quit outdat attend one top univers australia surpris structur cours relat teach approach lot lecturerstutor talk student listen hard keep engag sleep depriv even tutori expect engag similar lectur lot activ done home
0,flexibl,More flexibility ,flexibl
0,realli,"I really really enjoy in person classes and love my tutors, although some of them aren’t as good at stimulating class discussion. I do recognise that tutor are academics, not trained to teach other professionally like in school and really appreciate their effort and and engagement. Being just first year, with so much new information and content that I’ve never heard of before, it can be really scary actually contributing beacuse you’re just so unsure of if you’re understanding something or just totally missing the point. There were moments when the whole tut group just didn’t speak and the tutor just played lizzo and Taylor swift music videos. It was so awkward which made it even more scary to say something! ",realli realli enjoy person class love tutor although aren’t good stimul class discuss recognis tutor academ train teach profession like school realli appreci effort engag first year much new inform content i’v never heard realli scari actual contribut beacus you’r unsur you’r understand someth total miss point moment whole tut group didn’t speak tutor play lizzo taylor swift music video awkward made even scari say someth
0,prepar,"Ensure the students are prepared for the tutorials. I find the professors often teach for the mean understanding level, which is frustrating for the individuals who have prepared thoroughly for the discussion and do not need to revise basics or re-read the questions as a class.",ensur student prepar tutori find professor often teach mean understand level frustrat individu prepar thoroughli discuss need revis basic reread question class
0,tbh,Depends on the lecturer and tutors tbh like I guess in general just make things more applicable,depend lectur tutor tbh like guess gener make thing applic
0,explan,Better explanation of content ,better explan content
0,institut,"The way institutions / teachers handle mental health and how it affects quality of / completion of work. During online courses in times like this, there’s an understanding that tutors & teachers are quite understanding and flexible because of the circumstances, but in in-person classes, the need to complete quality work within an inflexible time frame and without adequate ongoing support from teachers or the institution seems to often trump students’ mental health.",way institut teacher handl mental health affect qualiti complet work onlin cours time like there’ understand tutor teacher quit understand flexibl circumst inperson class need complet qualiti work within inflex time frame without adequ ongo support teacher institut seem often trump students’ mental health
0,theyr,They're fine as is to me,theyr fine
0,tri,Less teachers talking down on us but actually trying to be engaging and start discussions and active learning.,less teacher talk us actual tri engag start discuss activ learn
0,auditorium,auditorium is too full; maybe do a lecture twice so all the students who want to attend it can do so without sitting on top of each other,auditorium full mayb lectur twice student want attend without sit top
0,clearli,Ability to clearly communicate by some Profs ,abil clearli commun prof
0,consum,I would bring up more examples to how the given info applies to our daily life and engage in collaborative learning activities rather than consuming theory.,would bring exampl given info appli daili life engag collabor learn activ rather consum theori
0,NA,-,
0,speak,"Less pressure! If you don't want to speak up, because you are affraid of speaking in front of to many people, professors sometimes can still force you to say something! ",less pressur dont want speak affraid speak front mani peopl professor sometim still forc say someth
0,particip,"Obligatory interaction with the instructor, as I am quite shy (for some reason even more so online). Now I often avoid participating not due to a lack of knowledge but because it is less noticable online. Honestly, I want to be forced to participate more, it would benefit me in the long run.",obligatori interact instructor quit shi reason even onlin often avoid particip due lack knowledg less notic onlin honestli want forc particip would benefit long run
0,present,Stop doing Powerpoint Presentations. That doesn‘t really work for me. Just too much information at once when you barely have enough time to get through one page. It‘s pretty tiring starring at the Presentation for too long.,stop powerpoint present doesn‘t realli work much inform bare enough time get one page it‘ pretti tire star present long
0,place,To have quite study place,quit studi place
0,peopl,Less people ,less peopl
0,anxieti,My anxiety ,anxieti
0,selectionof,"Selectionof the teachers, because they are based on their resul, not on their abiloty of teaching.",selectionof teacher base resul abiloti teach
0,modif,"The modifications i would do, would be more teacher-related than general modifications.",modif would would teacherrel gener modif
0,vagu,More structure in certain classes the material is too vague and not well organised,structur certain class materi vagu well organis
0,like,I’d like them to be ,i’d like
0,rest,That my teachers would ask for the rest of the student to be quiet. They're very loud.,teacher would ask rest student quiet theyr loud
0,arent,The rooms (big halls) aren't fun and interactive.,room big hall arent fun interact
0,solut,"Have all of them recorded as well.\nProvide more helpful solutions for problem sheets, not just the final solution.",record wellnprovid help solut problem sheet final solut
0,depend,It really depends on the teacher and the subject. ,realli depend teacher subject
0,NA,/,
0,terribl,"As a socially anxious person they are terrible, even though I like learning",social anxiou person terribl even though like learn
0,anaymor,We dont have them anaymore right now,dont anaymor right
0,whatev,"Maybe leave. a bit more room for engaging, but on the other hand our classes are pretty ""standard"" no body talks and we just accept and nod to whatever the professor says",mayb leav bit room engag hand class pretti standard bodi talk accept nod whatev professor say
0,discussionspresent,More discussions/presentations,discussionspresent
0,idk,Idk,idk
0,tradit,Nothing because it’s the traditional way of teaching ,noth it’ tradit way teach
0,clarif,I would enjoy more interaction between professors and students as well as more small group teaching sessions. Designated times where we could ask clarification on certain parts of the course. ,would enjoy interact professor student well small group teach session design time could ask clarif certain part cours
0,NA,/,
0,suggest,"I'd have more ways to suggest topics, more teachers from outside the institution",id way suggest topic teacher outsid institut
0,microphon,"Some instructors do not use a microphone, so its hard to understand everything.",instructor use microphon hard understand everyth
0,know,I don’t know ,don’t know
0,NA,X,x
0,break,Make them a little shorter (some of them last up to 2h30) or longer breaks (we have about a 10 minute break) ,make littl shorter last 2h30 longer break 10 minut break
0,tbh,"Nothing tbh, they are very good",noth tbh good
0,ppt,More use of ppt,use ppt
0,NA,/,
0,book,"To be more engaging and less reading of slides with theoretical information that's also in the book. Just hearing what's in the book is a waste of time to be honest. Discussions, applying things would me more useful.",engag less read slide theoret inform that also book hear what book wast time honest discuss appli thing would use
0,useless,teachers read off their powerpoints a lot which made the lesson a bit useless at times,teacher read powerpoint lot made lesson bit useless time
0,karel,"Nothing, Karel de Grote University College does an amazing job teaching classes. Teachers are engaged and we do lots of group works ",noth karel de grote univers colleg amaz job teach class teacher engag lot group work
0,comment,No comment,comment
0,interest,More personal and more interesting. ,person interest
0,4hour,"Long blocks of teaching (4houres) , split it up ",long block teach 4hour split
0,didact,More didactic professors ,didact professor
0,decreas,Decrease the number of people in one classroom (small groups),decreas number peopl one classroom small group
0,produc,"introduce small activities / challenges throughout the semester, so that the final work is not the only time I can produce something in relation to the subject",introduc small activ challeng throughout semest final work time produc someth relat subject
0,cant,i can't think of something,cant think someth
0,traffic,"The option of having them online, which sounds crazy comparing to the other answers but here in Rio - Brazil, traffic is a huge problem! So there are days that we spend more time in traffic than in college...",option onlin sound crazi compar answer rio brazil traffic huge problem day spend time traffic colleg
0,know,I don't know.,dont know
0,pressur,The amount of people and the pressure.,amount peopl pressur
0,engagementparticip,Expand opportunities for engagement/participation for people with varying degrees of comfort with public speaking,expand opportun engagementparticip peopl vari degre comfort public speak
0,rush,I wish my profs didn’t rush through the material so fast that I need to take my notes before class. ,wish prof didn’t rush materi fast need take note class
0,film,"Ditch the hierarchical relationship. We’re in the 21st century. I study film and my production professor was a real know-it-all dickhead that dismissed our films as “unsalvageable” due to our low budgets and lack of resources. And he pinned it as “I’m a dick but you’ll thank me later”. Personally, the professor makes or breaks the course. So if they’re entitled, if they don’t care about the kids, if they’re not passionate, they shouldn’t teach. Profs at my uni only teach as a side hustle so they can work on their personal movies. I say if they aren’t meant to be educators then they really need to piss off. The general sentiment around my classmates is we feel like we haven’t learned anything in the past 4 years which is such a shame. The film industry is especially elusive and difficult, so now we’re screwed. For our last class, we got a really dry “well.... ok... goodbye!” before my prof hung up and no resources to help us survive the post-graduate experience. What a load of rubbish.",ditch hierarch relationship we’r 21st centuri studi film product professor real knowital dickhead dismiss film “unsalvageable” due low budget lack resourc pin “i’m dick you’ll thank later” person professor make break cours they’r entitl don’t care kid they’r passion shouldn’t teach prof uni teach side hustl work person movi say aren’t meant educ realli need piss gener sentiment around classmat feel like haven’t learn anyth past 4 year shame film industri especi elus difficult we’r screw last class got realli dri “well ok goodbye” prof hung resourc help us surviv postgradu experi load rubbish
0,spark,I wish there was some form of participation mark or credit. This may motivate students to spark a conversation. I find it much easier to remember content that was discussed and reflected upon rather than facts on a PowerPoint. ,wish form particip mark credit may motiv student spark convers find much easier rememb content discuss reflect upon rather fact powerpoint
0,exampl,More examples rather than just reading off of slides ,exampl rather read slide
0,best,There is not much I would change. I work best in seminars where I can converse with my professors and classmates. ,much would chang work best seminar convers professor classmat
0,environ,Less pressured environment,less pressur environ
0,NA,The same as above. ,
0,note,I wish all of my professor posted lecture notes online as well (most did but not all) because I sometimes needed to check if I wrote something correctly in my notes but couldn’t,wish professor post lectur note onlin well sometim need check wrote someth correctli note couldn’t
0,insight,"Speak more about current research as a whole or at the uni specifically- gives us more insight, learning opportunities, etc ",speak current research whole uni specif give us insight learn opportun etc
0,na,N/a,na
0,provid,Should be provided more resources to learn more ,provid resourc learn
0,much,Not much ,much
0,clinician,"Especially if the teacher is from a research background (and not a clinician), more concrete exemples of how the theories learned in class is useful in the “real world”.",especi teacher research background clinician concret exempl theori learn class use “real world”
0,stimul,For classes to be more interactive and for teachers to stop reading powerpoints because it’s not mentally stimulating,class interact teacher stop read powerpoint it’ mental stimul
0,repetit,"I would have professors read from their presentations less, as this gets repetitive and boring. ",would professor read present less get repetit bore
0,introduc,More flexibility can be introduced ,flexibl introduc
0,ta,We have under-qualified TAs who don't know what they're doing or teaching and our grades suffer greatly for it. I would like TAs to be vetted more thoroughly ,underqualifi ta dont know theyr teach grade suffer greatli would like ta vet thoroughli
0,seek,"Lecturing should incorporate technology to increase participation opportunities, like quizzes, questions seeking input on concepts, and questions that can help foster metacognitive awareness of learning/understanding.",lectur incorpor technolog increas particip opportun like quizz question seek input concept question help foster metacognit awar learningunderstand
0,none,None.,none
0,answer,"I would want more professors to incorporate interactive activities. One of my biology lectures last year stopped every 10 min and the 500 person class has to answer a multiple choice, with data from our answers displayed on the screen. ",would want professor incorpor interact activ one biolog lectur last year stop everi 10 min 500 person class answer multipl choic data answer display screen
0,select,I would want more freedom to work at my own pace or have selection of assignments to choose from. ,would want freedom work pace select assign choos
0,lost,time lost,time lost
0,na,N/a,na
0,tone,Tone down the amount of work,tone amount work
0,kinda,"Same, less people in the classroom. Makes a more comfortable and kinda safe space to give your opinion or answers questions.",less peopl classroom make comfort kinda safe space give opinion answer question
0,asymmetr,"Again I would make them a bit more interactive between everyone. I think that the interaction between students and the teacher is still very asymmetric in the classroom, with only the professor talking and students staying in silence. The classes I’ve enjoyed the most have been the ones where we prepare an interesting approach to the subject we are learning, working with groups, etc",would make bit interact everyon think interact student teacher still asymmetr classroom professor talk student stay silenc class i’v enjoy one prepar interest approach subject learn work group etc
0,use,"despite using zoom etc., students are often passive and professors purely spoon-feed information. i hope that more interactions e.g. better use of breakout groups, can be incorporated!",despit use zoom etc student often passiv professor pure spoonfe inform hope interact eg better use breakout group incorpor
0,23,"Creating group discussions or tasks, making it more interactive cause right now it’s a 2-3 hours of just the professor giving us a lecture  ",creat group discuss task make interact caus right it’ 23 hour professor give us lectur
0,NA,/,
0,yoh,Some activities we do make no sence and do not teach yoh anything.,activ make senc teach yoh anyth
0,mood,The professors attitude. Lack of professionalism in some cases. There is no need for students to have a boring/stressful class just because the professor is in a bad mood that day.,professor attitud lack profession case need student boringstress class professor bad mood day
0,reform,All... educational system in Croatia is terrible and it needs big reforms.,educ system croatia terribl need big reform
0,grade,I would change the grading system. Having the grades depend on midterms alone puts too much stress on us. I would like to have more than two or three midterms to determine my final grade ,would chang grade system grade depend midterm alon put much stress us would like two three midterm determin final grade
0,fun,To be more fun.,fun
0,idk,idk,idk
0,connect,I would like more connection between the teacher and student ,would like connect teacher student
0,mini,"Also, having it more interactive- Q&A, mini quizes, debates, not only sitting there and listening",also interact qa mini quiz debat sit listen
0,anyhow,"I was pretty happy with how the contact learning worked in the past (or I actually forgot if it was anyhow bad, since we went all distance almost 3 months ago). ",pretti happi contact learn work past actual forgot anyhow bad sinc went distanc almost 3 month ago
0,kinda,"I study science so probably more experiments, cause now it’s kinda dull.",studi scienc probabl experi caus it’ kinda dull
0,stress,"Stop calling on students to answer question. While this doesn’t happen much during uni classes, I am totally stressed out when it does. I remember being stressed out by this at high school as well.. \n(I mean asking a student to answer something factual, not discussions with students. )",stop call student answer question doesn’t happen much uni class total stress rememb stress high school well ni mean ask student answer someth factual discuss student
0,czech,It's often boring (like they are not using any media or anything). They just stand in front of the class and talk for 90 minutes (sometimes even without presentation). I study Czech Language and Social Sciences by the way. ,often bore like use media anyth stand front class talk 90 minut sometim even without present studi czech languag social scienc way
0,perfect,I would like to have more material. My notes are not always perfect.,would like materi note alway perfect
0,subject,Less subjects.,less subject
0,much,"Depends on the professor, some talk too much while others force us to discuss useless thing so too much. Quality control",depend professor talk much other forc us discuss useless thing much qualiti control
0,commit,"Being able to access them remotely, no pressure to come into uni etc if sick or have other commitments ",abl access remot pressur come uni etc sick commit
0,zoom, More small quizzes as has been a big part of zoom learning,small quizz big part zoom learn
0,miss,"I would like them to always be recorded so that you can rewatch the lecture/class, especially if there is anything that you missed or had troubling understanding and therefore want to revisit. It would add an extra element of flexibility to classes as well, because you wouldn’t miss the knowledge/learning even if you couldn’t be there for the live-class. ",would like alway record rewatch lectureclass especi anyth miss troubl understand therefor want revisit would add extra element flexibl class well wouldn’t miss knowledgelearn even couldn’t liveclass
0,addit,More additional material online.,addit materi onlin
0,inform,"The information I receive, because sometimes they were repetitive like prior groups of students learned the same information and examples.",inform receiv sometim repetit like prior group student learn inform exampl
0,organ,To be more organized ,organ
0,compar,I would like to increase the period of time we have compared to the amount of the materials we have to finish per week,would like increas period time compar amount materi finish per week
0,professor,I think the way professors are chosen to be professors? Because not every professor knows how to teach; they could be  amazing doctors/engineers/etc in their field yet teaching is just not their strong point ,think way professor chosen professor everi professor know teach could amaz doctorsengineersetc field yet teach strong point
0,ni,I wish my college was near \nI take at least an hour to go \nI wish the place (college) was clean ,wish colleg near ni take least hour go ni wish place colleg clean
0,design,"So basically when im working on a design,  I have to go show my instructor every little step I take.  Whus is very frustrating b/c that makes it seem like he's the one making the design &not me. ",basic im work design go show instructor everi littl step take whu frustrat bc make seem like he one make design
0,amaz,"I wouldn't change nothing, they were amazing",wouldnt chang noth amaz
0,teach,The way they teach ,way teach
0,citi,I would change the city the courses take place in.,would chang citi cours take place
0,often,"I would have our teachers around more often so that we could show them the dentures and dental crowns we make. That way, we could have more feedback more often. (We work independently half of the time.)",would teacher around often could show dentur dental crown make way could feedback often work independ half time
0,abil,"The ability to do them online if needed, it would make my schedule more flexible",abil onlin need would make schedul flexibl
0,assing,I would have more practical in-class assingments that are not being marked.,would practic inclass assing mark
0,speak,It's all about the way the professor speaks,way professor speak
0,strict,"More interactive, less formal and strict because it gives me anxiety",interact less formal strict give anxieti
0,nicer,A nicer environment to make people feel more comfortable contributing,nicer environ make peopl feel comfort contribut
0,ask,"Asking for more explanations. Often, I don’t ask because I’m shy. But I really think that interacting with the professor is helping through studying. ",ask explan often don’t ask i’m shi realli think interact professor help studi
0,timet,The timetable. It’s too much ,timet it’ much
0,hide,More group work rather than individuals hiding answers and ideas,group work rather individu hide answer idea
0,know,I don’t really know,don’t realli know
0,rais,can't do much about that but i wish it were less daunting to raise my hand ,cant much wish less daunt rais hand
0,test,"I would make them more interactive with time dedicated for questions, better note taking methods (i don't like to just copy the course, I doesn't help me understand) and maybe a bit more not graded tests during class to test my current knowledge. ",would make interact time dedic question better note take method dont like copi cours doesnt help understand mayb bit grade test class test current knowledg
0,classroom,The amount of people in classrooms ,amount peopl classroom
0,none,None,none
0,chair,"We're setteld on very uncomfortable desks ans chairs, so i'd improve the... Setup of the class room ( i'm quite tall and the chairs are not adapted to me at all ) \nI think it would clearly help in order to be more focused ",setteld uncomfort desk an chair id improv setup class room im quit tall chair adapt ni think would clearli help order focus
0,extend,"I want to make them more interactive, because listening to student presentations or a lecture from the professor for an extended period of time leads to distraction ",want make interact listen student present lectur professor extend period time lead distract
0,truli,Organize more projects for students to learn to work together and to develop their creativity. Lectures only are not sufficient to truly have a full learning experience ,organ project student learn work togeth develop creativ lectur suffici truli full learn experi
0,care,"Well the way they teach (in most uni they don’t care about you they just vomit the course and go home, and are surprised if you have not understood and blame you) so yes I would basically change the all education system. Our professors here in France are far from reality. They don’t care about their students they find it normal if we fail ",well way teach uni don’t care vomit cours go home surpris understood blame ye would basic chang educ system professor franc far realiti don’t care student find normal fail
0,listenwrit,More questions and debate style classes less just listen/write (so fast that you cannot even comprehend what you are writing),question debat style class less listenwrit fast cannot even comprehend write
0,particip,"It is often the same people who participate, so maybe doing smthg about participation so that everyone can be involved",often peopl particip mayb smthg particip everyon involv
0,master,Having more guidance about future steps (on master's degree for example),guidanc futur step master degre exampl
0,certainli,"Depending on the prof either the organisation of their content (some are very mess) or I would try to set a more ""hopeful"" atmosphere (some give very hard grade and LOVE to say in every lectures how much we are going to suffer, it certainly doesn\'t help with anxiety) ",depend prof either organis content mess would tri set hope atmospher give hard grade love say everi lectur much go suffer certainli doesnt help anxieti
0,regard,have more attention from teachers regarding mental health and the well being of students because it would help each student progress even more. ,attent teacher regard mental health well student would help student progress even
0,projectsact,More projects/active learning and less of just taking notes/listening,projectsact learn less take noteslisten
0,file,Using more shares google files and online groups with teacher so we don’t have to send individual Q&A emails,use share googl file onlin group teacher don’t send individu qa email
0,board,"I didn't get the chance to have a in-person class except for a group chat but no voices nor camera, and so to answer, I would add at maybe a screen board that the speak can speak about like it's his own white board, to illustrate and make us understand.",didnt get chanc inperson class except group chat voic camera answer would add mayb screen board speak speak like white board illustr make us understand
0,one,More one to one interaction with the teacher and precise advice,one one interact teacher precis advic
0,idea,No idea.,idea
0,lesson,"I would implement more debates during the lesson. Most of my courses are logic-based, yet some of my professors make us sit and copy their lesson in absolute silence. This is maddening. We cannot aquire a certain method of reasoning without trying ourselves to resolve the problems by ourselves. ",would implement debat lesson cours logicbas yet professor make us sit copi lesson absolut silenc madden cannot aquir certain method reason without tri resolv problem
0,420,I find my university isn't up to date with how learning actually works. There is no point in my opinion to spend 2 hours simply reading slides. I think they should be more interactive and make sure the students actually understand the material. Because the tests and exams aren't about knowing only what was on the slides but about how to apply the material. We have one class (organic chemistry) where the average of the class was of 4/20 the past years. The professor on question said it was students faut for not studying enough. However I think that if the average is of 4/20 the problem is probably with the professor.,find univers isnt date learn actual work point opinion spend 2 hour simpli read slide think interact make sure student actual understand materi test exam arent know slide appli materi one class organ chemistri averag class 420 past year professor question said student faut studi enough howev think averag 420 problem probabl professor
0,practic,More practical work,practic work
0,activ,Make it more active ,make activ
0,taught,The rooms they are taught in are too small so you don’t really see everything ,room taught small don’t realli see everyth
0,structur,I would change some classes which are structured as focus groups and should not be structured as such. Some should stick to plain old lectures,would chang class structur focu group structur stick plain old lectur
0,NA,/,
0,mention,Probably the same thing I mentioned before. ,probabl thing mention
0,instructor,"Nothing, really. In my opinion, it just depends on whether the instructor is your type of person or not. Every instructor has their own kind of teaching style. ",noth realli opinion depend whether instructor type person everi instructor kind teach style
0,know,I don’t know ,don’t know
0,train,More practice and less theory because if you only learn the theory and don't have acces to training exams it is difficult to learn the practice. For example in accounting we learn the concept and I think I understood it quite well but I don't have training questions so it is hard to train for the exam. ,practic less theori learn theori dont acc train exam difficult learn practic exampl account learn concept think understood quit well dont train question hard train exam
0,do,"Detailed ""what to do” ",detail do”
0,monologu,a few profs are just talking in a monologue ,prof talk monologu
0,love,"Actually nothing, I love all my courses",actual noth love cours
0,motiv,The motivation of our teachers,motiv teacher
0,arrang,Make better seating arrangements to see everyone. It would make discussions easier,make better seat arrang see everyon would make discuss easier
0,know,Don‘t know.,don‘t know
0,soon,"Probably “kindly” forcing more engagement? As soon as everyone stops judging answers (lectures with 100 or more persons), it would become much more approachable.",probabl “kindly” forc engag soon everyon stop judg answer lectur 100 person would becom much approach
0,talk,The professor could talk less,professor could talk less
0,NA,/,
0,offlin,Some professors can't teach but that's a problem both online and offline,professor cant teach that problem onlin offlin
0,present,"Less presentations, since every seminar we have consists of required presentations from students and nothing else.",less present sinc everi seminar consist requir present student noth els
0,present,No presentations ,present
0,date,Time and date,time date
0,examin,"Our often very busy schedules do not allow us to always really listen. We have tri weekly oral examinations, weekly 15-40 page reaserch assignments to give in. If my lecture happens to be right before one of those three examinations (Wich is quite frequent) I often am too nervous to listen properly. Generally my uni environment is quite agressive and does not habilitate a positive learning environment.",often busi schedul allow us alway realli listen tri weekli oral examin weekli 1540 page reaserch assign give lectur happen right one three examin wich quit frequent often nervou listen properli gener uni environ quit agress habilit posit learn environ
0,forev,"Don‘t do them in-Person, takes forever. Online, I can chose my own speed :)",don‘t inperson take forev onlin chose speed
0,everybodi,Get smaller courses so the teacher is able to work with everybody a little bit more intense ,get smaller cours teacher abl work everybodi littl bit intens
0,simul,"More improvised mini presentations in the language we are supposed to learn; simulates normal daily life, where you cannot prepare what you want to say",improvis mini present languag suppos learn simul normal daili life cannot prepar want say
0,chill,Maybe a more chilled interaction between Students and professors (less pressure),mayb chill interact student professor less pressur
0,visual,Design it so they were more visually stimulating not just boring power points,design visual stimul bore power point
0,panic,"No weekly test, because having to show my ability to do something in 10 minutes which determines if I am allowed to take the exam at the end of the semester gives me anxiety and panic attacks. ",weekli test show abil someth 10 minut determin allow take exam end semest give anxieti panic attack
0,know,I don’t know...,don’t know
0,task,More open tasks ,open task
0,disabl,More room for adaptations for my disability,room adapt disabl
0,strength,"They're quite diverse, each having strengths and weaknesses",theyr quit divers strength weak
0,interest,Sometimes they could be more interesting. ,sometim could interest
0,skill,Have the option to do them online (at least everything where you don’t learn a practical skill) ,option onlin least everyth don’t learn practic skill
